zpid,state_code,state_name,address,street,city,zipcode,price,price_formatted,beds,baths,area_sqft,latitude,longitude,status,home_type,days_on_zillow,zestimate,detail_url,has_open_house,open_house_date,is_featured
17264897,CA,California,"979 Kevin Ave, Redlands, CA 92373",979 Kevin Ave,Redlands,92373,447000,"$447,000 ",3,2,1300,34.04052,-117.186195,House for sale,SINGLE_FAMILY,5,455500,https://www.zillow.com/homedetails/979-Kevin-Ave-Redlands-CA-92373/17264897_zpid/,FALSE,,FALSE
20021372,CA,California,"13114 Addison St, Sherman Oaks, CA 91423",13114 Addison St,Sherman Oaks,91423,2795000,"$2,795,000 ",4,5,2900,34.160885,-118.41877,House for sale,SINGLE_FAMILY,8,,https://www.zillow.com/homedetails/13114-Addison-St-Sherman-Oaks-CA-91423/20021372_zpid/,TRUE,2026-02-08T12:00:00,FALSE
20009320,CA,California,"6032 Goodland Ave, North Hollywood, CA 91606",6032 Goodland Ave,North Hollywood,91606,1718000,"$1,718,000 ",4,3,3025,34.18045,-118.41128,House for sale,SINGLE_FAMILY,8,1695500,https://www.zillow.com/homedetails/6032-Goodland-Ave-North-Hollywood-CA-91606/20009320_zpid/,FALSE,,FALSE
460204882,CA,California,"3325 Tonopah St, Oceanside, CA 92054",3325 Tonopah St,Oceanside,92054,899999,"$899,999 ",3,3,1682,33.21426,-117.3415,Coming soon,SINGLE_FAMILY,4,,https://www.zillow.com/homedetails/3325-Tonopah-St-Oceanside-CA-92054/460204882_zpid/,FALSE,,FALSE
20769150,CA,California,"963 Pine Grove Ave, Los Angeles, CA 90042",963 Pine Grove Ave,Los Angeles,90042,995000,"$995,000 ",2,2,1271,34.13289,-118.18622,House for sale,SINGLE_FAMILY,5,999900,https://www.zillow.com/homedetails/963-Pine-Grove-Ave-Los-Angeles-CA-90042/20769150_zpid/,FALSE,,FALSE
18728475,CA,California,"3672 W Garland Ave, Fresno, CA 93722",3672 W Garland Ave,Fresno,93722,349900,"$349,900 ",3,2,1340,36.785095,-119.859505,House for sale,SINGLE_FAMILY,5,355100,https://www.zillow.com/homedetails/3672-W-Garland-Ave-Fresno-CA-93722/18728475_zpid/,FALSE,,FALSE
17514860,CA,California,"1931 Eloise Way, Upland, CA 91784",1931 Eloise Way,Upland,91784,989999,"$989,999 ",4,2,2219,34.133514,-117.666435,House for sale,SINGLE_FAMILY,4,986300,https://www.zillow.com/homedetails/1931-Eloise-Way-Upland-CA-91784/17514860_zpid/,FALSE,,FALSE
17862478,CA,California,"16066 Rancho Verde Cir, Riverside, CA 92506",16066 Rancho Verde Cir,Riverside,92506,1070000,"$1,070,000 ",4,3,3840,33.89344,-117.382324,House for sale,SINGLE_FAMILY,391,1084400,https://www.zillow.com/homedetails/16066-Rancho-Verde-Cir-Riverside-CA-92506/17862478_zpid/,FALSE,,FALSE
447319303,CA,California,"2330 Maximilian Dr, Campbell, CA 95008",2330 Maximilian Dr,Campbell,95008,1899000,"$1,899,000 ",3,2,1540,37.278885,-121.966995,House for sale,SINGLE_FAMILY,4,1928700,https://www.zillow.com/homedetails/2330-Maximilian-Dr-Campbell-CA-95008/447319303_zpid/,TRUE,2026-02-08T11:30:00,FALSE
19052066,CA,California,"7125 Yuma Way, Bakersfield, CA 93308",7125 Yuma Way,Bakersfield,93308,459000,"$459,000 ",4,3,2045,35.40357,-119.080414,House for sale,SINGLE_FAMILY,9,458600,https://www.zillow.com/homedetails/7125-Yuma-Way-Bakersfield-CA-93308/19052066_zpid/,FALSE,,FALSE
25063400,CA,California,"7761 Ironwood Dr, Dublin, CA 94568",7761 Ironwood Dr,Dublin,94568,1095000,"$1,095,000 ",3,2,1566,37.71317,-121.932625,House for sale,SINGLE_FAMILY,3,1143600,https://www.zillow.com/homedetails/7761-Ironwood-Dr-Dublin-CA-94568/25063400_zpid/,TRUE,2026-02-08T12:00:00,FALSE
17123321,CA,California,"342 Billow Dr, San Diego, CA 92114",342 Billow Dr,San Diego,92114,699000,"$699,000 ",4,2,1487,32.70806,-117.022575,House for sale,SINGLE_FAMILY,29,706600,https://www.zillow.com/homedetails/342-Billow-Dr-San-Diego-CA-92114/17123321_zpid/,TRUE,2026-02-08T12:00:00,FALSE
20729290,CA,California,"8805 Arcadia Ave, San Gabriel, CA 91775",8805 Arcadia Ave,San Gabriel,91775,899000,"$899,000 ",3,2,1526,34.12554,-118.07739,House for sale,SINGLE_FAMILY,5,941700,https://www.zillow.com/homedetails/8805-Arcadia-Ave-San-Gabriel-CA-91775/20729290_zpid/,FALSE,,FALSE
17872422,CA,California,"23618 Narcissus Cir, Moreno Valley, CA 92557",23618 Narcissus Cir,Moreno Valley,92557,899900,"$899,900 ",4,4,3270,33.972664,-117.251686,House for sale,SINGLE_FAMILY,5,894000,https://www.zillow.com/homedetails/23618-Narcissus-Cir-Moreno-Valley-CA-92557/17872422_zpid/,FALSE,,FALSE
19007604,CA,California,"11201 Moorgate St, Bakersfield, CA 93311",11201 Moorgate St,Bakersfield,93311,759900,"$759,900 ",4,4,3415,35.336815,-119.12674,House for sale,SINGLE_FAMILY,8,740900,https://www.zillow.com/homedetails/11201-Moorgate-St-Bakersfield-CA-93311/19007604_zpid/,FALSE,,FALSE
79791503,CA,California,"3073 Orbetello Way, El Dorado Hills, CA 95762",3073 Orbetello Way,El Dorado Hills,95762,1650000,"$1,650,000 ",5,4,4852,38.69728,-121.09026,House for sale,SINGLE_FAMILY,3,1595300,https://www.zillow.com/homedetails/3073-Orbetello-Way-El-Dorado-Hills-CA-95762/79791503_zpid/,TRUE,2026-02-08T12:00:00,FALSE
20955215,CA,California,"8912 S Fir Ave, Los Angeles, CA 90002",8912 S Fir Ave,Los Angeles,90002,599000,"$599,000 ",3,2,1334,33.95548,-118.23691,House for sale,SINGLE_FAMILY,92,605700,https://www.zillow.com/homedetails/8912-S-Fir-Ave-Los-Angeles-CA-90002/20955215_zpid/,TRUE,2026-02-08T11:00:00,FALSE
21549028,CA,California,"523 N Larkin Dr, Covina, CA 91722",523 N Larkin Dr,Covina,91722,785000,"$785,000 ",3,2,1282,34.090176,-117.900314,House for sale,SINGLE_FAMILY,5,790600,https://www.zillow.com/homedetails/523-N-Larkin-Dr-Covina-CA-91722/21549028_zpid/,FALSE,,FALSE
17315012,CA,California,"7243 Kitty Hawk St, Fontana, CA 92336",7243 Kitty Hawk St,Fontana,92336,800000,"$800,000 ",4,3,2070,34.12201,-117.50311,House for sale,SINGLE_FAMILY,6,798600,https://www.zillow.com/homedetails/7243-Kitty-Hawk-St-Fontana-CA-92336/17315012_zpid/,TRUE,2026-02-08T11:00:00,FALSE
19882620,CA,California,"5546 Jed Smith Rd, Hidden Hills, CA 91302",5546 Jed Smith Rd,Hidden Hills,91302,22995000,"$22,995,000 ",7,11,13895,34.163822,-118.66853,New construction,SINGLE_FAMILY,24,21429700,https://www.zillow.com/homedetails/5546-Jed-Smith-Rd-Hidden-Hills-CA-91302/19882620_zpid/,FALSE,,FALSE
20647440,CA,California,"1253 N Ditman Ave, Los Angeles, CA 90063",1253 N Ditman Ave,Los Angeles,90063,575000,"$575,000 ",2,1,572,34.053246,-118.18972,House for sale,SINGLE_FAMILY,8,579800,https://www.zillow.com/homedetails/1253-N-Ditman-Ave-Los-Angeles-CA-90063/20647440_zpid/,FALSE,,FALSE
25895733,CA,California,"3376 Hartselle Way, Sacramento, CA 95827",3376 Hartselle Way,Sacramento,95827,450000,"$450,000 ",4,2,1587,38.570843,-121.31029,House for sale,SINGLE_FAMILY,2,445900,https://www.zillow.com/homedetails/3376-Hartselle-Way-Sacramento-CA-95827/25895733_zpid/,TRUE,2026-02-08T11:00:00,FALSE
17976370,CA,California,"1598 Amberwood Dr, Hemet, CA 92543",1598 Amberwood Dr,Hemet,92543,299999,"$299,999 ",2,2,1427,33.74113,-116.988304,House for sale,SINGLE_FAMILY,9,303500,https://www.zillow.com/homedetails/1598-Amberwood-Dr-Hemet-CA-92543/17976370_zpid/,FALSE,,FALSE
16594614,CA,California,"4743 Maclura St, Oceanside, CA 92057",4743 Maclura St,Oceanside,92057,689000,"$689,000 ",3,2,1154,33.24029,-117.297905,House for sale,SINGLE_FAMILY,3,690900,https://www.zillow.com/homedetails/4743-Maclura-St-Oceanside-CA-92057/16594614_zpid/,TRUE,2026-02-08T12:00:00,FALSE
63163644,CA,California,"32727 Salvia Cir, Winchester, CA 92596",32727 Salvia Cir,Winchester,92596,998000,"$998,000 ",7,6,3887,33.617455,-117.08862,House for sale,SINGLE_FAMILY,3,986500,https://www.zillow.com/homedetails/32727-Salvia-Cir-Winchester-CA-92596/63163644_zpid/,TRUE,2026-02-08T11:00:00,FALSE
19682925,CA,California,"1232 Delmas Ave, San Jose, CA 95125",1232 Delmas Ave,San Jose,95125,2899000,"$2,899,000 ",4,3,3368,37.29537,-121.8934,House for sale,SINGLE_FAMILY,5,,https://www.zillow.com/homedetails/1232-Delmas-Ave-San-Jose-CA-95125/19682925_zpid/,TRUE,2026-02-08T11:30:00,FALSE
21181921,CA,California,"6013 Deerford St, Lakewood, CA 90713",6013 Deerford St,Lakewood,90713,879000,"$879,000 ",3,2,1422,33.84562,-118.11411,House for sale,SINGLE_FAMILY,4,,https://www.zillow.com/homedetails/6013-Deerford-St-Lakewood-CA-90713/21181921_zpid/,TRUE,2026-02-08T11:00:00,FALSE
18414954,CA,California,"2020 San Miguel Dr, Walnut Creek, CA 94596",2020 San Miguel Dr,Walnut Creek,94596,1750000,"$1,750,000 ",3,3,2144,37.891308,-122.047195,House for sale,SINGLE_FAMILY,3,1695700,https://www.zillow.com/homedetails/2020-San-Miguel-Dr-Walnut-Creek-CA-94596/18414954_zpid/,TRUE,2026-02-08T12:00:00,FALSE
16985837,CA,California,"6542 Clara Lee Ave, San Diego, CA 92120",6542 Clara Lee Ave,San Diego,92120,999900,"$999,900 ",3,2,1269,32.792065,-117.089226,House for sale,SINGLE_FAMILY,9,,https://www.zillow.com/homedetails/6542-Clara-Lee-Ave-San-Diego-CA-92120/16985837_zpid/,TRUE,2026-02-08T14:00:00,FALSE
21381565,CA,California,"16061 Amber Valley Dr, Whittier, CA 90604",16061 Amber Valley Dr,Whittier,90604,949900,"$949,900 ",3,2,1382,33.9239,-117.98919,House for sale,SINGLE_FAMILY,4,959100,https://www.zillow.com/homedetails/16061-Amber-Valley-Dr-Whittier-CA-90604/21381565_zpid/,TRUE,2026-02-08T11:00:00,FALSE
25272859,CA,California,"20071 Moontide Cir, Huntington Beach, CA 92646",20071 Moontide Cir,Huntington Beach,92646,1299000,"$1,299,000 ",3,2,1477,33.671253,-117.964714,House for sale,SINGLE_FAMILY,3,1293400,https://www.zillow.com/homedetails/20071-Moontide-Cir-Huntington-Beach-CA-92646/25272859_zpid/,TRUE,2026-02-08T12:00:00,FALSE
338260345,CA,California,"19300 Hombre Ln, Murrieta, CA 92562",19300 Hombre Ln,Murrieta,92562,3998000,"$3,998,000 ",5,6,4333,33.53665,-117.32639,House for sale,SINGLE_FAMILY,147,3850700,https://www.zillow.com/homedetails/19300-Hombre-Ln-Murrieta-CA-92562/338260345_zpid/,FALSE,,FALSE
18596035,CA,California,"3510 El Grande Ct, Shingle Springs, CA 95682",3510 El Grande Ct,Shingle Springs,95682,750000,"$750,000 ",3,2,1732,38.681313,-120.95985,House for sale,SINGLE_FAMILY,4,750300,https://www.zillow.com/homedetails/3510-El-Grande-Ct-Shingle-Springs-CA-95682/18596035_zpid/,TRUE,2026-02-08T11:00:00,FALSE
17288555,CA,California,"6270 Kinlock Ave, Alta Loma, CA 91737",6270 Kinlock Ave,Alta Loma,91737,849000,"$849,000 ",4,2,1750,34.140358,-117.58247,House for sale,SINGLE_FAMILY,9,844300,https://www.zillow.com/homedetails/6270-Kinlock-Ave-Alta-Loma-CA-91737/17288555_zpid/,TRUE,2026-02-08T11:00:00,FALSE
25951210,CA,California,"11213 Colony Rd, Wilton, CA 95693",11213 Colony Rd,Wilton,95693,998998,"$998,998 ",4,3,2292,38.34973,-121.241516,House for sale,SINGLE_FAMILY,8,970600,https://www.zillow.com/homedetails/11213-Colony-Rd-Wilton-CA-95693/25951210_zpid/,FALSE,,FALSE
348003653,CA,California,"902 S Hope Ave, Ontario, CA 91761",902 S Hope Ave,Ontario,91761,399999,"$399,999 ",3,2,1507,34.05459,-117.63801,House for sale,SINGLE_FAMILY,13,417700,https://www.zillow.com/homedetails/902-S-Hope-Ave-Ontario-CA-91761/348003653_zpid/,FALSE,,FALSE
17632108,CA,California,"17666 High Vista St, Victorville, CA 92395",17666 High Vista St,Victorville,92395,429990,"$429,990 ",4,2,1931,34.48842,-117.2782,House for sale,SINGLE_FAMILY,3,435500,https://www.zillow.com/homedetails/17666-High-Vista-St-Victorville-CA-92395/17632108_zpid/,TRUE,2026-02-08T12:00:00,FALSE
69249252,CA,California,"29 Small Grv, Irvine, CA 92618",29 Small Grv,Irvine,92618,4080000,"$4,080,000 ",5,6,4209,33.707584,-117.7202,House for sale,SINGLE_FAMILY,9,3954800,https://www.zillow.com/homedetails/29-Small-Grv-Irvine-CA-92618/69249252_zpid/,TRUE,2026-02-08T12:00:00,FALSE
325654295,CA,California,"25180 Juno St, Menifee, CA 92586",25180 Juno St,Menifee,92586,749999,"$749,999 ",4,3,2693,33.70071,-117.2205,House for sale,SINGLE_FAMILY,10,748200,https://www.zillow.com/homedetails/25180-Juno-St-Menifee-CA-92586/325654295_zpid/,FALSE,,FALSE
20596818,CA,California,"2332 S Highland Ave, Los Angeles, CA 90016",2332 S Highland Ave,Los Angeles,90016,799000,"$799,000 ",3,2,1008,34.03537,-118.34828,House for sale,SINGLE_FAMILY,10,,https://www.zillow.com/homedetails/2332-S-Highland-Ave-Los-Angeles-CA-90016/20596818_zpid/,FALSE,,FALSE
26049649,CA,California,"6439 Rolling Way, Carmichael, CA 95608",6439 Rolling Way,Carmichael,95608,575000,"$575,000 ",4,2,1837,38.646873,-121.31455,House for sale,SINGLE_FAMILY,3,569500,https://www.zillow.com/homedetails/6439-Rolling-Way-Carmichael-CA-95608/26049649_zpid/,TRUE,2026-02-08T11:00:00,FALSE
25873794,CA,California,"409 Wales Dr, Folsom, CA 95630",409 Wales Dr,Folsom,95630,514900,"$514,900 ",3,2,1058,38.67811,-121.16074,House for sale,SINGLE_FAMILY,2,541200,https://www.zillow.com/homedetails/409-Wales-Dr-Folsom-CA-95630/25873794_zpid/,TRUE,2026-02-08T11:00:00,FALSE
15141637,CA,California,"1475 Monterey Blvd, San Francisco, CA 94127",1475 Monterey Blvd,San Francisco,94127,3495000,"$3,495,000 ",4,5,3435,37.732212,-122.46477,House for sale,SINGLE_FAMILY,8,,https://www.zillow.com/homedetails/1475-Monterey-Blvd-San-Francisco-CA-94127/15141637_zpid/,FALSE,,FALSE
17837926,CA,California,"1230 Arthur Ave, Riverside, CA 92501",1230 Arthur Ave,Riverside,92501,545000,"$545,000 ",5,3,1750,34.006935,-117.36526,House for sale,SINGLE_FAMILY,3,546700,https://www.zillow.com/homedetails/1230-Arthur-Ave-Riverside-CA-92501/17837926_zpid/,TRUE,2026-02-14T12:00:00,FALSE
25702691,CA,California,"130 Morning Glory, Rancho Santa Margarita, CA 92688",130 Morning Glory,Rancho Santa Margarita,92688,699000,"$699,000 ",2,2,1072,33.64527,-117.60089,Condo for sale,CONDO,4,692800,https://www.zillow.com/homedetails/130-Morning-Glory-Rancho-Santa-Margarita-CA-92688/25702691_zpid/,TRUE,2026-02-08T12:00:00,FALSE
17414485,CA,California,"26335 Walnut Hills Dr, Lake Arrowhead, CA 92352",26335 Walnut Hills Dr,Lake Arrowhead,92352,879000,"$879,000 ",4,3,2775,34.249985,-117.229546,House for sale,SINGLE_FAMILY,10,854700,https://www.zillow.com/homedetails/26335-Walnut-Hills-Dr-Lake-Arrowhead-CA-92352/17414485_zpid/,FALSE,,FALSE
137662624,CA,California,"664 Cedar Glen Dr, Big Bear City, CA 92314",664 Cedar Glen Dr,Big Bear City,92314,2495000,"$2,495,000 ",3,4,4780,34.245693,-116.82058,House for sale,SINGLE_FAMILY,2,2360500,https://www.zillow.com/homedetails/664-Cedar-Glen-Dr-Big-Bear-City-CA-92314/137662624_zpid/,FALSE,,FALSE
16062936,CA,California,"1429 Remington Pl, Modesto, CA 95358",1429 Remington Pl,Modesto,95358,555000,"$555,000 ",4,2,2135,37.65561,-121.04236,House for sale,SINGLE_FAMILY,3,552700,https://www.zillow.com/homedetails/1429-Remington-Pl-Modesto-CA-95358/16062936_zpid/,TRUE,2026-02-08T10:00:00,FALSE
20626983,CA,California,"121 S Coronado St, Los Angeles, CA 90057",121 S Coronado St,Los Angeles,90057,575000,"$575,000 ",3,2,1520,34.068535,-118.27649,House for sale,SINGLE_FAMILY,10,576100,https://www.zillow.com/homedetails/121-S-Coronado-St-Los-Angeles-CA-90057/20626983_zpid/,TRUE,2026-02-08T14:00:00,FALSE
18201132,CA,California,"18222 Fiddletown Rd, Fiddletown, CA 95629",18222 Fiddletown Rd,Fiddletown,95629,339900,"$339,900 ",4,3,1920,38.497093,-120.68749,House for sale,SINGLE_FAMILY,9,337100,https://www.zillow.com/homedetails/18222-Fiddletown-Rd-Fiddletown-CA-95629/18201132_zpid/,FALSE,,FALSE
17344100,CA,California,"6173 N Indigo Ave, San Bernardino, CA 92407",6173 N Indigo Ave,San Bernardino,92407,589999,"$589,999 ",4,3,1700,34.193317,-117.35023,House for sale,SINGLE_FAMILY,3,593000,https://www.zillow.com/homedetails/6173-N-Indigo-Ave-San-Bernardino-CA-92407/17344100_zpid/,FALSE,,FALSE
25817927,CA,California,"5637 La Campana Way, Sacramento, CA 95822",5637 La Campana Way,Sacramento,95822,415000,"$415,000 ",3,2,1470,38.523247,-121.4953,House for sale,SINGLE_FAMILY,4,410300,https://www.zillow.com/homedetails/5637-La-Campana-Way-Sacramento-CA-95822/25817927_zpid/,TRUE,2026-02-08T12:00:00,FALSE
19301471,CA,California,"835 Pine Lane, San Rafael, CA 94903",835 Pine Lane,San Rafael,94903,1275000,"$1,275,000 ",3,2,1513,38.016193,-122.56524,House for sale,SINGLE_FAMILY,8,,https://www.zillow.com/homedetails/835-Pine-Ln-San-Rafael-CA-94903/19301471_zpid/,FALSE,,FALSE
17418968,CA,California,"24691 Edelweiss Dr, Crestline, CA 92325",24691 Edelweiss Dr,Crestline,92325,290000,"$290,000 ",2,2,1194,34.250973,-117.264915,House for sale,SINGLE_FAMILY,10,288800,https://www.zillow.com/homedetails/24691-Edelweiss-Dr-Crestline-CA-92325/17418968_zpid/,FALSE,,FALSE
17265029,CA,California,"1235 W Cypress Ave, Redlands, CA 92373",1235 W Cypress Ave,Redlands,92373,869000,"$869,000 ",5,3,2448,34.03739,-117.193985,House for sale,SINGLE_FAMILY,71,859800,https://www.zillow.com/homedetails/1235-W-Cypress-Ave-Redlands-CA-92373/17265029_zpid/,FALSE,,FALSE
63320539,CA,California,"33164 Puffin St, Temecula, CA 92592",33164 Puffin St,Temecula,92592,815000,"$815,000 ",3,3,2188,33.457413,-117.080376,House for sale,SINGLE_FAMILY,2,809200,https://www.zillow.com/homedetails/33164-Puffin-St-Temecula-CA-92592/63320539_zpid/,TRUE,2026-02-08T11:00:00,FALSE
17741207,CA,California,"464 E Santiago Way, Palm Springs, CA 92264",464 E Santiago Way,Palm Springs,92264,2195000,"$2,195,000 ",3,3,2857,33.783077,-116.541824,House for sale,SINGLE_FAMILY,2,2059500,https://www.zillow.com/homedetails/464-E-Santiago-Way-Palm-Springs-CA-92264/17741207_zpid/,FALSE,,FALSE
18843521,CA,California,"1645 Prairie Hawke Ct, McKinleyville, CA 95519",1645 Prairie Hawke Ct,McKinleyville,95519,635000,"$635,000 ",3,2,1500,40.973564,-124.097,House for sale,SINGLE_FAMILY,3,617100,https://www.zillow.com/homedetails/1645-Prairie-Hawke-Ct-McKinleyville-CA-95519/18843521_zpid/,TRUE,2026-02-08T10:00:00,FALSE
16171467,CA,California,"246 Walton Ave, Red Bluff, CA 96080",246 Walton Ave,Red Bluff,96080,269900,"$269,900 ",3,2,1372,40.190605,-122.24202,House for sale,SINGLE_FAMILY,4,270300,https://www.zillow.com/homedetails/246-Walton-Ave-Red-Bluff-CA-96080/16171467_zpid/,FALSE,,FALSE
17418089,CA,California,"23698 Scenic Dr, Crestline, CA 92325",23698 Scenic Dr,Crestline,92325,430000,"$430,000 ",4,3,2058,34.239998,-117.286606,House for sale,SINGLE_FAMILY,9,430700,https://www.zillow.com/homedetails/23698-Scenic-Dr-Crestline-CA-92325/17418089_zpid/,FALSE,,FALSE
25996577,CA,California,"6818 Blue Duck Way, Sacramento, CA 95842",6818 Blue Duck Way,Sacramento,95842,395000,"$395,000 ",3,1,960,38.691494,-121.35626,House for sale,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/6818-Blue-Duck-Way-Sacramento-CA-95842/25996577_zpid/,FALSE,,FALSE
67143252,CA,California,"14942 Championship Way, Bakersfield, CA 93314",14942 Championship Way,Bakersfield,93314,1450000,"$1,450,000 ",5,4,4226,35.377487,-119.168465,House for sale,SINGLE_FAMILY,80,1394500,https://www.zillow.com/homedetails/14942-Championship-Way-Bakersfield-CA-93314/67143252_zpid/,FALSE,,FALSE
16139325,CA,California,"457 Townsend Dr, Aptos, CA 95003",457 Townsend Dr,Aptos,95003,1950000,"$1,950,000 ",3,2,1639,36.96615,-121.89243,House for sale,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/457-Townsend-Dr-Aptos-CA-95003/16139325_zpid/,TRUE,2026-02-08T12:00:00,FALSE
20924685,CA,California,"5150 La Crescenta Ave, La Crescenta, CA 91214",5150 La Crescenta Ave,La Crescenta,91214,1499500,"$1,499,500 ",4,3,2666,34.23667,-118.23959,House for sale,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/5150-La-Crescenta-Ave-La-Crescenta-CA-91214/20924685_zpid/,TRUE,2026-02-08T10:00:00,FALSE
2061477882,CA,California,"36275 Firelight Cir, Wildomar, CA 92595",36275 Firelight Cir,Wildomar,92595,755000,"$755,000 ",5,3,3462,33.59415,-117.26903,House for sale,SINGLE_FAMILY,2,754500,https://www.zillow.com/homedetails/36275-Firelight-Cir-Wildomar-CA-92595/2061477882_zpid/,FALSE,,FALSE
2055935933,CA,California,"6503 Friendly Pl, Carlsbad, CA 92011",6503 Friendly Pl,Carlsbad,92011,955000,"$955,000 ",3,2,1308,33.11955,-117.32512,House for sale,SINGLE_FAMILY,248,,https://www.zillow.com/homedetails/6503-Friendly-Pl-Carlsbad-CA-92011/2055935933_zpid/,FALSE,,FALSE
112098308,CA,California,"803 Sunrise Dr, Gilroy, CA 95020",803 Sunrise Dr,Gilroy,95020,1375000,"$1,375,000 ",4,4,3449,37.033363,-121.5981,House for sale,SINGLE_FAMILY,4,1351800,https://www.zillow.com/homedetails/803-Sunrise-Dr-Gilroy-CA-95020/112098308_zpid/,TRUE,2026-02-08T11:00:00,FALSE
80740161,CA,California,"2301 Harrison St Suite 203, San Francisco, CA 94110",2301 Harrison St Suite 203,San Francisco,94110,880000,"$880,000 ",1,2,1105,37.760117,-122.41241,Condo for sale,CONDO,9,,https://www.zillow.com/homedetails/2301-Harrison-St-SUITE-203-San-Francisco-CA-94110/80740161_zpid/,FALSE,,FALSE
61285858,CA,California,"77825 Laredo Ct, La Quinta, CA 92253",77825 Laredo Ct,La Quinta,92253,1450000,"$1,450,000 ",3,3,2329,33.68393,-116.306564,House for sale,SINGLE_FAMILY,2,1389700,https://www.zillow.com/homedetails/77825-Laredo-Ct-La-Quinta-CA-92253/61285858_zpid/,FALSE,,FALSE
18194961,CA,California,"30752 Canterfield Dr, Temecula, CA 92592",30752 Canterfield Dr,Temecula,92592,660000,"$660,000 ",4,3,1735,33.472153,-117.120865,House for sale,SINGLE_FAMILY,2,660000,https://www.zillow.com/homedetails/30752-Canterfield-Dr-Temecula-CA-92592/18194961_zpid/,FALSE,,FALSE
16570837,CA,California,"1761 Winterwarm Dr, Fallbrook, CA 92028",1761 Winterwarm Dr,Fallbrook,92028,1450000,"$1,450,000 ",5,3,2792,33.341022,-117.22082,House for sale,SINGLE_FAMILY,296,1395700,https://www.zillow.com/homedetails/1761-Winterwarm-Dr-Fallbrook-CA-92028/16570837_zpid/,FALSE,,FALSE
15813163,CA,California,"32 Grand View Avenue, Camp Meeker, CA 95419",32 Grand View Avenue,Camp Meeker,95419,599000,"$599,000 ",2,2,1056,38.42202,-122.95702,House for sale,SINGLE_FAMILY,2,594000,https://www.zillow.com/homedetails/32-Grandview-Ave-Camp-Meeker-CA-95419/15813163_zpid/,FALSE,,FALSE
63319881,CA,California,"39823 Payton Ct, Murrieta, CA 92563",39823 Payton Ct,Murrieta,92563,800000,"$800,000 ",5,3,2517,33.542812,-117.12405,House for sale,SINGLE_FAMILY,3,797300,https://www.zillow.com/homedetails/39823-Payton-Ct-Murrieta-CA-92563/63319881_zpid/,TRUE,2026-02-08T10:00:00,FALSE
16629980,CA,California,"1658 San Luis Rey Ave, Vista, CA 92084",1658 San Luis Rey Ave,Vista,92084,1099999,"$1,099,999 ",3,2,1953,33.226475,-117.23528,Coming soon,SINGLE_FAMILY,2,982000,https://www.zillow.com/homedetails/1658-San-Luis-Rey-Ave-Vista-CA-92084/16629980_zpid/,FALSE,,FALSE
19950102,CA,California,"5004 S Enfield Ave, Encino, CA 91316",5004 S Enfield Ave,Encino,91316,3995000,"$3,995,000 ",5,6,5200,34.160248,-118.52366,House for sale,SINGLE_FAMILY,6,3900500,https://www.zillow.com/homedetails/5004-S-Enfield-Ave-Encino-CA-91316/19950102_zpid/,FALSE,,FALSE
17774829,CA,California,"1546 Tilson Cir, Corona, CA 92882",1546 Tilson Cir,Corona,92882,699000,"$699,000 ",3,2,1000,33.86085,-117.60009,House for sale,SINGLE_FAMILY,5,695600,https://www.zillow.com/homedetails/1546-Tilson-Cir-Corona-CA-92882/17774829_zpid/,TRUE,2026-02-08T11:00:00,FALSE
16677449,CA,California,"6828 Caminito Sueno, Carlsbad, CA 92009",6828 Caminito Sueno,Carlsbad,92009,1399000,"$1,399,000 ",3,3,2094,33.10752,-117.22919,House for sale,SINGLE_FAMILY,11,1368500,https://www.zillow.com/homedetails/6828-Caminito-Sueno-Carlsbad-CA-92009/16677449_zpid/,FALSE,,FALSE
17480468,CA,California,"14000 Spring Valley Pkwy, Victorville, CA 92395",14000 Spring Valley Pkwy,Victorville,92395,509900,"$509,900 ",3,3,2572,34.50562,-117.27459,House for sale,SINGLE_FAMILY,2,493200,https://www.zillow.com/homedetails/14000-Spring-Valley-Pkwy-Victorville-CA-92395/17480468_zpid/,TRUE,2026-02-14T12:00:00,FALSE
15143192,CA,California,"1930 Mission St #4, San Francisco, CA 94103",1930 Mission St #4,San Francisco,94103,598888,"$598,888 ",2,1,873,37.76619,-122.42024,Condo for sale,CONDO,3,612900,https://www.zillow.com/homedetails/1930-Mission-St-4-San-Francisco-CA-94103/15143192_zpid/,TRUE,2026-02-08T14:00:00,FALSE
122438162,CA,California,"15413 Carparzo Dr, Bakersfield, CA 93314",15413 Carparzo Dr,Bakersfield,93314,465000,"$465,000 ",3,2,1722,35.391975,-119.173416,House for sale,SINGLE_FAMILY,8,,https://www.zillow.com/homedetails/15413-Carparzo-Dr-Bakersfield-CA-93314/122438162_zpid/,FALSE,,FALSE
439468603,CA,California,"28314 Levi Way, Menifee, CA 92585",28314 Levi Way,Menifee,92585,614900,"$614,900 ",4,2,2045,33.731243,-117.16799,House for sale,SINGLE_FAMILY,18,615400,https://www.zillow.com/homedetails/28314-Levi-Way-Menifee-CA-92585/439468603_zpid/,FALSE,,FALSE
