zpid,state_code,state_name,address,street,city,zipcode,price,price_formatted,beds,baths,area_sqft,latitude,longitude,status,home_type,days_on_zillow,zestimate,detail_url,has_open_house,open_house_date,is_featured
52959567,MD,Maryland,"3882 219th Ln NE, East Bethel, MN 55011",3882 219th Ln NE,East Bethel,55011,995000,"$995,000 ",4,4,3610,45.365463,-93.17107,House for sale,SINGLE_FAMILY,100,972000,https://www.zillow.com/homedetails/3882-219th-Ln-NE-East-Bethel-MN-55011/52959567_zpid/,FALSE,,FALSE
1847549,MD,Maryland,"4752 York Ave S, Minneapolis, MN 55410",4752 York Ave S,Minneapolis,55410,700000,"$700,000 ",3,2,2366,44.91629,-93.32051,House for sale,SINGLE_FAMILY,2,723300,https://www.zillow.com/homedetails/4752-York-Ave-S-Minneapolis-MN-55410/1847549_zpid/,TRUE,2026-02-08T13:00:00,FALSE
1531179,MD,Maryland,"1295 Polk Pl NE, Columbia Heights, MN 55421",1295 Polk Pl NE,Columbia Heights,55421,399500,"$399,500 ",4,2,2238,45.06133,-93.241425,Coming soon,SINGLE_FAMILY,1,352100,https://www.zillow.com/homedetails/1295-Polk-Pl-NE-Columbia-Heights-MN-55421/1531179_zpid/,FALSE,,FALSE
1934272,MD,Maryland,"6328 15th Ave S, Richfield, MN 55423",6328 15th Ave S,Richfield,55423,299777,"$299,777 ",4,2,1531,44.887817,-93.25456,House for sale,SINGLE_FAMILY,4,305500,https://www.zillow.com/homedetails/6328-15th-Ave-S-Richfield-MN-55423/1934272_zpid/,FALSE,,FALSE
2209990,MD,Maryland,"23620 Jensen Ave N, Forest Lake, MN 55025",23620 Jensen Ave N,Forest Lake,55025,215000,"$215,000 ",4,2,1384,45.29122,-92.9163,House for sale,SINGLE_FAMILY,7,,https://www.zillow.com/homedetails/23620-Jensen-Ave-N-Forest-Lake-MN-55025/2209990_zpid/,FALSE,,FALSE
81636073,MD,Maryland,"1225 Cuylle Bay, Faribault, MN 55021",1225 Cuylle Bay,Faribault,55021,395000,"$395,000 ",4,3,2801,44.27509,-93.276085,House for sale,SINGLE_FAMILY,10,,https://www.zillow.com/homedetails/1225-Cuylle-Bay-Faribault-MN-55021/81636073_zpid/,FALSE,,FALSE
1840525,MD,Maryland,"15357 Village Woods Dr, Eden Prairie, MN 55347",15357 Village Woods Dr,Eden Prairie,55347,665000,"$665,000 ",4,4,3404,44.850098,-93.470535,House for sale,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/15357-Village-Woods-Dr-Eden-Prairie-MN-55347/1840525_zpid/,FALSE,,FALSE
2078118,MD,Maryland,"2455 Taylor Ave, White Bear Township, MN 55110",2455 Taylor Ave,White Bear Township,55110,490000,"$490,000 ",4,2,2640,45.108074,-92.99677,House for sale,SINGLE_FAMILY,3,491800,https://www.zillow.com/homedetails/2455-Taylor-Ave-White-Bear-Township-MN-55110/2078118_zpid/,FALSE,,FALSE
111942958,MD,Maryland,"2818 337th Ln NW, Cambridge, MN 55008",2818 337th Ln NW,Cambridge,55008,595000,"$595,000 ",5,3,3280,45.57791,-93.33812,House for sale,SINGLE_FAMILY,9,590600,https://www.zillow.com/homedetails/2818-337th-Ln-NW-Cambridge-MN-55008/111942958_zpid/,TRUE,2026-02-08T13:00:00,FALSE
2179731,MD,Maryland,"12716 Monterey Ave S, Savage, MN 55378",12716 Monterey Ave S,Savage,55378,375000,"$375,000 ",3,2,1950,44.772606,-93.33731,House for sale,SINGLE_FAMILY,5,377600,https://www.zillow.com/homedetails/12716-Monterey-Ave-S-Savage-MN-55378/2179731_zpid/,TRUE,2026-02-08T11:00:00,FALSE
81643698,MD,Maryland,"8625 Bagley Ave, Northfield, MN 55057",8625 Bagley Ave,Northfield,55057,420000,"$420,000 ",4,3,2444,44.46245,-93.30064,Coming soon,SINGLE_FAMILY,1,445400,https://www.zillow.com/homedetails/8625-Bagley-Ave-Northfield-MN-55057/81643698_zpid/,FALSE,,FALSE
1571235,MD,Maryland,"8581 Flamingo Dr, Chanhassen, MN 55317",8581 Flamingo Dr,Chanhassen,55317,574900,"$574,900 ",4,3,2756,44.848297,-93.55544,House for sale,SINGLE_FAMILY,5,571400,https://www.zillow.com/homedetails/8581-Flamingo-Dr-Chanhassen-MN-55317/1571235_zpid/,FALSE,,FALSE
1555329,MD,Maryland,"13640 Alamo St NE, Ham Lake, MN 55304",13640 Alamo St NE,Ham Lake,55304,499999,"$499,999 ",3,2,2120,45.217667,-93.201416,Coming soon,SINGLE_FAMILY,2,,https://www.zillow.com/homedetails/13640-Alamo-St-NE-Ham-Lake-MN-55304/1555329_zpid/,TRUE,2026-02-14T11:00:00,FALSE
1494382,MD,Maryland,"160 Stonybrook Way NE, Fridley, MN 55432",160 Stonybrook Way NE,Fridley,55432,489900,"$489,900 ",4,3,1948,45.10751,-93.27645,Coming soon,SINGLE_FAMILY,1,328100,https://www.zillow.com/homedetails/160-Stonybrook-Way-NE-Fridley-MN-55432/1494382_zpid/,FALSE,,FALSE
1559153,MD,Maryland,"4027 86th Ln NE, Blaine, MN 55014",4027 86th Ln NE,Blaine,55014,359900,"$359,900 ",3,2,1656,45.12724,-93.16736,House for sale,SINGLE_FAMILY,7,363300,https://www.zillow.com/homedetails/4027-86th-Ln-NE-Blaine-MN-55014/1559153_zpid/,FALSE,,FALSE
1622832,MD,Maryland,"4133 Countryview Dr, Eagan, MN 55123",4133 Countryview Dr,Eagan,55123,639900,"$639,900 ",4,4,3410,44.809193,-93.11019,Coming soon,SINGLE_FAMILY,2,627800,https://www.zillow.com/homedetails/4133-Countryview-Dr-Eagan-MN-55123/1622832_zpid/,FALSE,,FALSE
1744159,MD,Maryland,"1304 Independence Ave S, Saint Louis Park, MN 55426",1304 Independence Ave S,Saint Louis Park,55426,385000,"$385,000 ",4,2,1560,44.97113,-93.3993,House for sale,SINGLE_FAMILY,4,385100,https://www.zillow.com/homedetails/1304-Independence-Ave-S-Saint-Louis-Park-MN-55426/1744159_zpid/,TRUE,2026-02-08T13:00:00,FALSE
2221193,MD,Maryland,"1024 Tamberwood Trl, Woodbury, MN 55125",1024 Tamberwood Trl,Woodbury,55125,596600,"$596,600 ",5,4,3756,44.933907,-92.94964,Coming soon,SINGLE_FAMILY,1,578700,https://www.zillow.com/homedetails/1024-Tamberwood-Trl-Woodbury-MN-55125/2221193_zpid/,FALSE,,FALSE
82644036,MD,Maryland,"19375 Harmony Ave, Rogers, MN 55374",19375 Harmony Ave,Rogers,55374,499900,"$499,900 ",4,4,2676,45.20653,-93.525604,Coming soon,SINGLE_FAMILY,1,,https://www.zillow.com/homedetails/19375-Harmony-Ave-Rogers-MN-55374/82644036_zpid/,FALSE,,FALSE
1514904,MD,Maryland,"7163 Whippoorwill Ln, Lino Lakes, MN 55014",7163 Whippoorwill Ln,Lino Lakes,55014,475000,"$475,000 ",5,3,2304,45.165943,-93.126625,Coming soon,SINGLE_FAMILY,1,,https://www.zillow.com/homedetails/7163-Whippoorwill-Ln-Lino-Lakes-MN-55014/1514904_zpid/,FALSE,,FALSE
2092155,MD,Maryland,"1979 Snelling Ave N, Roseville, MN 55113",1979 Snelling Ave N,Roseville,55113,450000,"$450,000 ",4,2,2454,45.000633,-93.16732,Coming soon,SINGLE_FAMILY,1,,https://www.zillow.com/homedetails/1979-Snelling-Ave-N-Roseville-MN-55113/2092155_zpid/,FALSE,,FALSE
1681465,MD,Maryland,"1815 Pleasant Ave, South Saint Paul, MN 55075",1815 Pleasant Ave,South Saint Paul,55075,405000,"$405,000 ",3,3,2354,44.908936,-93.0573,Coming soon,SINGLE_FAMILY,1,,https://www.zillow.com/homedetails/1815-Pleasant-Ave-South-Saint-Paul-MN-55075/1681465_zpid/,FALSE,,FALSE
1553019,MD,Maryland,"8938 Waconia St NE, Blaine, MN 55449",8938 Waconia St NE,Blaine,55449,369900,"$369,900 ",3,2,1364,45.132393,-93.20691,House for sale,SINGLE_FAMILY,5,,https://www.zillow.com/homedetails/8938-Waconia-St-NE-Blaine-MN-55449/1553019_zpid/,FALSE,,FALSE
1982990,MD,Maryland,"18869 Clear View Dr, Minnetonka, MN 55345",18869 Clear View Dr,Minnetonka,55345,569900,"$569,900 ",3,3,2904,44.894268,-93.519165,House for sale,SINGLE_FAMILY,3,566600,https://www.zillow.com/homedetails/18869-Clear-View-Dr-Minnetonka-MN-55345/1982990_zpid/,FALSE,,FALSE
1659305,MD,Maryland,"16862 Illinois Ave, Lakeville, MN 55044",16862 Illinois Ave,Lakeville,55044,525000,"$525,000 ",4,4,3063,44.705166,-93.2571,Coming soon,SINGLE_FAMILY,1,,https://www.zillow.com/homedetails/16862-Illinois-Ave-Lakeville-MN-55044/1659305_zpid/,TRUE,2026-02-12T11:30:00,FALSE
1872487,MD,Maryland,"5101 Balmoral Ln, Bloomington, MN 55437",5101 Balmoral Ln,Bloomington,55437,249900,"$249,900 ",3,2,1312,44.808548,-93.34676,Coming soon,CONDO,1,,https://www.zillow.com/homedetails/5101-Balmoral-Ln-Bloomington-MN-55437/1872487_zpid/,FALSE,,FALSE
91484487,MD,Maryland,"1103-3 1/2 Ave NW, Byron, MN 55920",1103-3 1/2 Ave NW,Byron,55920,417000,"$417,000 ",4,3,3165,44.040356,-92.65035,House for sale,SINGLE_FAMILY,1,,https://www.zillow.com/homedetails/1103-3-1-2-Ave-NW-Byron-MN-55920/91484487_zpid/,FALSE,,FALSE
1927801,MD,Maryland,"1920 1st St S #1106, Minneapolis, MN 55454",1920 1st St S #1106,Minneapolis,55454,125000,"$125,000 ",2,2,1027,44.975914,-93.24467,Coming soon,CONDO,1,149500,https://www.zillow.com/homedetails/1920-1st-St-S-1106-Minneapolis-MN-55454/1927801_zpid/,FALSE,,FALSE
74255595,MD,Maryland,"9072 Farmstead Ave, Monticello, MN 55362",9072 Farmstead Ave,Monticello,55362,329900,"$329,900 ",3,2,1768,45.282307,-93.78925,House for sale,SINGLE_FAMILY,1,330400,https://www.zillow.com/homedetails/9072-Farmstead-Ave-Monticello-MN-55362/74255595_zpid/,TRUE,2026-02-14T11:00:00,FALSE
2239111,MD,Maryland,"8458 Ivywood Ave S, Cottage Grove, MN 55016",8458 Ivywood Ave S,Cottage Grove,55016,250000,"$250,000 ",4,2,2050,44.826935,-92.92567,House for sale,SINGLE_FAMILY,116,244700,https://www.zillow.com/homedetails/8458-Ivywood-Ave-S-Cottage-Grove-MN-55016/2239111_zpid/,FALSE,,FALSE
2147440,MD,Maryland,"665 Continental Dr, New Brighton, MN 55112",665 Continental Dr,New Brighton,55112,429900,"$429,900 ",5,2,1834,45.03792,-93.206764,House for sale,SINGLE_FAMILY,2,,https://www.zillow.com/homedetails/665-Continental-Dr-New-Brighton-MN-55112/2147440_zpid/,FALSE,,FALSE
2145729,MD,Maryland,"583 Cromwell Ave, Saint Paul, MN 55104",583 Cromwell Ave,Saint Paul,55104,385000,"$385,000 ",4,2,1768,44.95815,-93.20176,Coming soon,SINGLE_FAMILY,1,258600,https://www.zillow.com/homedetails/583-Cromwell-Ave-Saint-Paul-MN-55104/2145729_zpid/,TRUE,2026-02-12T17:00:00,FALSE
2006503,MD,Maryland,"15335 67th Ave N, Maple Grove, MN 55311",15335 67th Ave N,Maple Grove,55311,550000,"$550,000 ",4,4,2800,45.076363,-93.474686,House for sale,SINGLE_FAMILY,8,,https://www.zillow.com/homedetails/15335-67th-Ave-N-Maple-Grove-MN-55311/2006503_zpid/,FALSE,,FALSE
132414970,MD,Maryland,"1382 152nd Ln NW, Andover, MN 55304",1382 152nd Ln NW,Andover,55304,425000,"$425,000 ",3,3,2756,45.246468,-93.30025,Coming soon,SINGLE_FAMILY,1,,https://www.zillow.com/homedetails/1382-152nd-Ln-NW-Andover-MN-55304/132414970_zpid/,FALSE,,FALSE
1526186,MD,Maryland,"5547 Regis Trl NE, Fridley, MN 55432",5547 Regis Trl NE,Fridley,55432,364900,"$364,900 ",3,2,1329,45.06887,-93.23767,Coming soon,SINGLE_FAMILY,1,316900,https://www.zillow.com/homedetails/5547-Regis-Trl-NE-Fridley-MN-55432/1526186_zpid/,FALSE,,FALSE
2026722,MD,Maryland,"5135 Country Cir, Loretto, MN 55357",5135 Country Cir,Loretto,55357,800000,"$800,000 ",4,3,3170,45.070614,-93.648735,House for sale,SINGLE_FAMILY,4,786700,https://www.zillow.com/homedetails/5135-Country-Cir-Loretto-MN-55357/2026722_zpid/,FALSE,,FALSE
1740573,MD,Maryland,"4340 Halifax Ave N, Robbinsdale, MN 55422",4340 Halifax Ave N,Robbinsdale,55422,359900,"$359,900 ",3,2,1512,45.034657,-93.33118,Coming soon,SINGLE_FAMILY,1,361300,https://www.zillow.com/homedetails/4340-Halifax-Ave-N-Robbinsdale-MN-55422/1740573_zpid/,FALSE,,FALSE
61271851,MD,Maryland,"22800 Zion Pkwy NW, Oak Grove, MN 55005",22800 Zion Pkwy NW,Oak Grove,55005,459900,"$459,900 ",3,3,2631,45.375053,-93.34225,Coming soon,SINGLE_FAMILY,1,421700,https://www.zillow.com/homedetails/22800-Zion-Pkwy-NW-Oak-Grove-MN-55005/61271851_zpid/,FALSE,,FALSE
64864535,MD,Maryland,"5557 Girard Ave S, Minneapolis, MN 55419",5557 Girard Ave S,Minneapolis,55419,699900,"$699,900 ",3,4,2156,44.901623,-93.296844,Coming soon,SINGLE_FAMILY,1,,https://www.zillow.com/homedetails/5557-Girard-Ave-S-Minneapolis-MN-55419/64864535_zpid/,FALSE,,FALSE
338456020,MD,Maryland,"4913 162nd Ct N, Hugo, MN 55038",4913 162nd Ct N,Hugo,55038,539000,"$539,000 ",4,4,2501,45.183777,-93.004974,Coming soon,SINGLE_FAMILY,1,,https://www.zillow.com/homedetails/4913-162nd-Ct-N-Hugo-MN-55038/338456020_zpid/,FALSE,,FALSE
106638055,MD,Maryland,"415 8th St N, Mountain Lake, MN 56159",415 8th St N,Mountain Lake,56159,145000,"$145,000 ",3,2,1997,43.93983,-94.93413,Coming soon,SINGLE_FAMILY,1,,https://www.zillow.com/homedetails/415-8th-St-N-Mountain-Lake-MN-56159/106638055_zpid/,FALSE,,FALSE
1658190,MD,Maryland,"16241 Grinnell Ave, Lakeville, MN 55044",16241 Grinnell Ave,Lakeville,55044,448500,"$448,500 ",5,3,2576,44.71434,-93.2253,Coming soon,SINGLE_FAMILY,3,449000,https://www.zillow.com/homedetails/16241-Grinnell-Ave-Lakeville-MN-55044/1658190_zpid/,FALSE,,FALSE
1754475,MD,Maryland,"7001 Beacon Cir, Eden Prairie, MN 55346",7001 Beacon Cir,Eden Prairie,55346,549900,"$549,900 ",4,4,3386,44.876526,-93.51297,House for sale,SINGLE_FAMILY,2,625900,https://www.zillow.com/homedetails/7001-Beacon-Cir-Eden-Prairie-MN-55346/1754475_zpid/,FALSE,,FALSE
89309818,MD,Maryland,"518 Birch Ln, Moorhead, MN 56560",518 Birch Ln,Moorhead,56560,269900,"$269,900 ",3,2,1864,46.867905,-96.741516,House for sale,SINGLE_FAMILY,4,269300,https://www.zillow.com/homedetails/518-Birch-Ln-Moorhead-MN-56560/89309818_zpid/,FALSE,,FALSE
338178557,MD,Maryland,"1330 Freedom Ln, Delano, MN 55328",1330 Freedom Ln,Delano,55328,420000,"$420,000 ",4,3,1988,45.018204,-93.798225,Coming soon,SINGLE_FAMILY,1,411700,https://www.zillow.com/homedetails/1330-Freedom-Ln-Delano-MN-55328/338178557_zpid/,FALSE,,FALSE
2189057,MD,Maryland,"730 Menke Cir, Shakopee, MN 55379",730 Menke Cir,Shakopee,55379,345000,"$345,000 ",4,2,2184,44.78395,-93.53509,Coming soon,SINGLE_FAMILY,1,,https://www.zillow.com/homedetails/730-Menke-Cir-Shakopee-MN-55379/2189057_zpid/,FALSE,,FALSE
106786961,MD,Maryland,"113 W 6th St, Adrian, MN 56110",113 W 6th St,Adrian,56110,209000,"$209,000 ",2,2,1544,43.6305,-95.93431,Coming soon,SINGLE_FAMILY,1,194200,https://www.zillow.com/homedetails/113-W-6th-St-Adrian-MN-56110/106786961_zpid/,FALSE,,FALSE
106645856,MD,Maryland,"507 1st Ave NW, Kasson, MN 55944",507 1st Ave NW,Kasson,55944,489900,"$489,900 ",3,3,3656,44.03479,-92.749664,Coming soon,SINGLE_FAMILY,1,,https://www.zillow.com/homedetails/507-1st-Ave-NW-Kasson-MN-55944/106645856_zpid/,FALSE,,FALSE
106822055,MD,Maryland,"451 2nd St E, Hector, MN 55342",451 2nd St E,Hector,55342,119900,"$119,900 ",3,2,1108,44.741035,-94.71316,Coming soon,SINGLE_FAMILY,1,64200,https://www.zillow.com/homedetails/451-2nd-St-E-Hector-MN-55342/106822055_zpid/,FALSE,,FALSE
91476537,MD,Maryland,"4309 1st St NW, Rochester, MN 55901",4309 1st St NW,Rochester,55901,370000,"$370,000 ",4,3,1754,44.02342,-92.5262,Coming soon,SINGLE_FAMILY,1,353500,https://www.zillow.com/homedetails/4309-1st-St-NW-Rochester-MN-55901/91476537_zpid/,FALSE,,FALSE
106790135,MD,Maryland,"204 Clary St W, Worthington, MN 56187",204 Clary St W,Worthington,56187,279000,"$279,000 ",3,1,1867,43.6278,-95.61557,Coming soon,SINGLE_FAMILY,1,271800,https://www.zillow.com/homedetails/204-Clary-St-W-Worthington-MN-56187/106790135_zpid/,FALSE,,FALSE
438865956,WI,Wisconsin,"6657 Longdale Rd, Letart, WV 25253",6657 Longdale Rd,Letart,25253,395000,"$395,000 ",3,3,3808,38.923065,-81.96387,House for sale,SINGLE_FAMILY,17,384800,https://www.zillow.com/homedetails/6657-Longdale-Rd-Letart-WV-25253/438865956_zpid/,FALSE,,FALSE
22388069,WI,Wisconsin,"1598 Campbell Dr, Huntington, WV 25705",1598 Campbell Dr,Huntington,25705,63900,"$63,900 ",6,4,4592,38.407097,-82.36836,House for sale,SINGLE_FAMILY,33,,https://www.zillow.com/homedetails/1598-Campbell-Dr-Huntington-WV-25705/22388069_zpid/,FALSE,,FALSE
22330228,WI,Wisconsin,"90 Atlatl Ln, Hedgesville, WV 25427",90 Atlatl Ln,Hedgesville,25427,450000,"$450,000 ",4,3,1962,39.55725,-78.1094,Coming soon,SINGLE_FAMILY,23,393700,https://www.zillow.com/homedetails/90-Atlatl-Ln-Hedgesville-WV-25427/22330228_zpid/,FALSE,,FALSE
22659485,WI,Wisconsin,"612 Cross Lanes Dr, Nitro, WV 25143",612 Cross Lanes Dr,Nitro,25143,89000,"$89,000 ",4,2,1700,38.426838,-81.80656,House for sale,SINGLE_FAMILY,19,,https://www.zillow.com/homedetails/612-Cross-Lanes-Dr-Nitro-WV-25143/22659485_zpid/,FALSE,,FALSE
22594180,WI,Wisconsin,"1223 Mount Vernon Rd, Charleston, WV 25314",1223 Mount Vernon Rd,Charleston,25314,379900,"$379,900 ",4,4,3015,38.314796,-81.65415,House for sale,SINGLE_FAMILY,25,368000,https://www.zillow.com/homedetails/1223-Mount-Vernon-Rd-Charleston-WV-25314/22594180_zpid/,FALSE,,FALSE
459608290,WI,Wisconsin,"8106 Webster Rd, Camden On Gauley, WV 26208",8106 Webster Rd,Camden On Gauley,26208,69500,"$69,500 ",3,2,848,38.38683,-80.55446,House for sale,SINGLE_FAMILY,32,,https://www.zillow.com/homedetails/8106-Webster-Rd-Camden-On-Gauley-WV-26208/459608290_zpid/,FALSE,,FALSE
22609053,WI,Wisconsin,"1113 Woodland Dr, Charleston, WV 25302",1113 Woodland Dr,Charleston,25302,17900,"$17,900 ",4,3,1768,38.362686,-81.63116,House for sale,SINGLE_FAMILY,15,,https://www.zillow.com/homedetails/1113-Woodland-Dr-Charleston-WV-25302/22609053_zpid/,FALSE,,FALSE
304847287,WI,Wisconsin,"4054 Piney Fork Rd, Pine Grove, WV 26419",4054 Piney Fork Rd,Pine Grove,26419,369500,"$369,500 ",8,3,3650,39.521347,-80.69685,House for sale,SINGLE_FAMILY,3,303100,https://www.zillow.com/homedetails/4054-Piney-Fork-Rd-Pine-Grove-WV-26419/304847287_zpid/,FALSE,,FALSE
244230312,WI,Wisconsin,"35 McIntyre Rd, Center Point, WV 26339",35 McIntyre Rd,Center Point,26339,299000,"$299,000 ",2,2,1600,39.409077,-80.67026,House for sale,SINGLE_FAMILY,3,,https://www.zillow.com/homedetails/35-McIntyre-Rd-Center-Point-WV-26339/244230312_zpid/,FALSE,,FALSE
22907832,WI,Wisconsin,"2063 Anna Furnace Cir, Morgantown, WV 26508",2063 Anna Furnace Cir,Morgantown,26508,999999,"$999,999 ",4,4,3195,39.66308,-79.84658,House for sale,SINGLE_FAMILY,3,951500,https://www.zillow.com/homedetails/2063-Anna-Furnace-Cir-Morgantown-WV-26508/22907832_zpid/,FALSE,,FALSE
459756818,WI,Wisconsin,"358 Bulger Rd, Alkol, WV 25501",358 Bulger Rd,Alkol,25501,275000,"$275,000 ",3,2,2092,38.129337,-82.00899,House for sale,SINGLE_FAMILY,24,259500,https://www.zillow.com/homedetails/358-Bulger-Rd-Alkol-WV-25501/459756818_zpid/,FALSE,,FALSE
22874031,WI,Wisconsin,"9 Schoolhouse Way, Hedgesville, WV 25427",9 Schoolhouse Way,Hedgesville,25427,424995,"$424,995 ",4,3,3760,39.638676,-78.09158,Coming soon,SINGLE_FAMILY,7,418400,https://www.zillow.com/homedetails/9-Schoolhouse-Way-Hedgesville-WV-25427/22874031_zpid/,TRUE,2026-02-15T12:00:00,FALSE
53540329,WI,Wisconsin,"115 Crosswinds Dr, Charles Town, WV 25414",115 Crosswinds Dr,Charles Town,25414,399000,"$399,000 ",4,3,2427,39.26779,-77.84058,Coming soon,SINGLE_FAMILY,6,386900,https://www.zillow.com/homedetails/115-Crosswinds-Dr-Charles-Town-WV-25414/53540329_zpid/,FALSE,,FALSE
22487849,WI,Wisconsin,"1393 Woodland Mountain Trl, Augusta, WV 26704",1393 Woodland Mountain Trl,Augusta,26704,149900,"$149,900 ",3,2,1600,39.2518,-78.6363,House for sale,SINGLE_FAMILY,214,,https://www.zillow.com/homedetails/1393-Woodland-Mountain-Trl-Augusta-WV-26704/22487849_zpid/,FALSE,,FALSE
439617393,WI,Wisconsin,"8079 Wayside Creamery Rd, Alderson, WV 24910",8079 Wayside Creamery Rd,Alderson,24910,585000,"$585,000 ",3,2,2620,37.693283,-80.67402,House for sale,SINGLE_FAMILY,29,565500,https://www.zillow.com/homedetails/8079-Wayside-Creamery-Rd-Alderson-WV-24910/439617393_zpid/,FALSE,,FALSE
125154997,WI,Wisconsin,"429 Azure Dr, Martinsburg, WV 25404",429 Azure Dr,Martinsburg,25404,650000,"$650,000 ",4,4,5172,39.463417,-77.85618,House for sale,SINGLE_FAMILY,7,,https://www.zillow.com/homedetails/429-Azure-Dr-Martinsburg-WV-25404/125154997_zpid/,FALSE,,FALSE
22872185,WI,Wisconsin,"207 Ironwood Ln, Berkeley Springs, WV 25411",207 Ironwood Ln,Berkeley Springs,25411,295000,"$295,000 ",3,3,1624,39.569763,-78.25417,House for sale,SINGLE_FAMILY,3,288800,https://www.zillow.com/homedetails/207-Ironwood-Ln-Berkeley-Springs-WV-25411/22872185_zpid/,FALSE,,FALSE
22904411,WI,Wisconsin,"102 Morgan Hill Rd, Morgantown, WV 26508",102 Morgan Hill Rd,Morgantown,26508,249000,"$249,000 ",3,2,1790,39.68876,-79.854034,House for sale,SINGLE_FAMILY,25,244500,https://www.zillow.com/homedetails/102-Morgan-Hill-Rd-Morgantown-WV-26508/22904411_zpid/,FALSE,,FALSE
2128801734,WI,Wisconsin,"173 Glen Damron Ln, Genoa, WV 25517",173 Glen Damron Ln,Genoa,25517,289000,"$289,000 ",4,3,3600,38.11541,-82.45943,House for sale,SINGLE_FAMILY,12,285600,https://www.zillow.com/homedetails/173-Glen-Damron-Ln-Genoa-WV-25517/2128801734_zpid/,FALSE,,FALSE
22568767,WI,Wisconsin,"45 White Dogwood Rd, Harpers Ferry, WV 25425",45 White Dogwood Rd,Harpers Ferry,25425,395000,"$395,000 ",3,2,1248,39.286587,-77.771935,House for sale,SINGLE_FAMILY,17,292900,https://www.zillow.com/homedetails/45-White-Dogwood-Rd-Harpers-Ferry-WV-25425/22568767_zpid/,FALSE,,FALSE
22314310,WI,Wisconsin,"193 Recurve Ln, Martinsburg, WV 25403",193 Recurve Ln,Martinsburg,25403,449900,"$449,900 ",4,3,2307,39.40958,-78.05351,House for sale,SINGLE_FAMILY,1,444700,https://www.zillow.com/homedetails/193-Recurve-Ln-Martinsburg-WV-25403/22314310_zpid/,FALSE,,FALSE
2060841530,WI,Wisconsin,"186 Bell Tower Ln, Charles Town, WV 25414",186 Bell Tower Ln,Charles Town,25414,435000,"$435,000 ",4,3,2662,39.28375,-77.84375,House for sale,SINGLE_FAMILY,1,434600,https://www.zillow.com/homedetails/186-Bell-Tower-Ln-Charles-Town-WV-25414/2060841530_zpid/,FALSE,,FALSE
22746721,WI,Wisconsin,"366 Samaria Rd, Fairmont, WV 26554",366 Samaria Rd,Fairmont,26554,275000,"$275,000 ",3,2,1960,39.43702,-80.060776,Home for sale,MANUFACTURED,3,59500,https://www.zillow.com/homedetails/366-Samaria-Rd-Fairmont-WV-26554/22746721_zpid/,FALSE,,FALSE
2084299970,WI,Wisconsin,"23 Friendly Dr, Alum Creek, WV 25003",23 Friendly Dr,Alum Creek,25003,193000,"$193,000 ",4,2,1725,38.27377,-81.823616,House for sale,SINGLE_FAMILY,36,181600,https://www.zillow.com/homedetails/23-Friendly-Dr-Alum-Creek-WV-25003/2084299970_zpid/,FALSE,,FALSE
22317896,WI,Wisconsin,"94 Tulip Ct, Falling Waters, WV 25419",94 Tulip Ct,Falling Waters,25419,409000,"$409,000 ",4,3,2200,39.57301,-77.89603,Coming soon,SINGLE_FAMILY,2,418800,https://www.zillow.com/homedetails/94-Tulip-Ct-Falling-Waters-WV-25419/22317896_zpid/,FALSE,,FALSE
22327084,WI,Wisconsin,"325 Saddlebred Dr, Hedgesville, WV 25427",325 Saddlebred Dr,Hedgesville,25427,500000,"$500,000 ",4,3,3909,39.58968,-77.99807,Coming soon,SINGLE_FAMILY,2,480200,https://www.zillow.com/homedetails/325-Saddlebred-Dr-Hedgesville-WV-25427/22327084_zpid/,FALSE,,FALSE
22343582,WI,Wisconsin,"293 Quaint Swan Dale Dr, Martinsburg, WV 25404",293 Quaint Swan Dale Dr,Martinsburg,25404,500000,"$500,000 ",4,3,2432,39.47411,-77.88587,Coming soon,SINGLE_FAMILY,2,488400,https://www.zillow.com/homedetails/293-Quaint-Swan-Dale-Dr-Martinsburg-WV-25404/22343582_zpid/,TRUE,2026-02-15T12:00:00,FALSE
22665683,WI,Wisconsin,"5148 Big Tyler Rd, Charleston, WV 25313",5148 Big Tyler Rd,Charleston,25313,299900,"$299,900 ",3,2,2240,38.430737,-81.751434,House for sale,SINGLE_FAMILY,3,291400,https://www.zillow.com/homedetails/5148-Big-Tyler-Rd-Charleston-WV-25313/22665683_zpid/,FALSE,,FALSE
22560645,WI,Wisconsin,"719 Mission Rd, Harpers Ferry, WV 25425",719 Mission Rd,Harpers Ferry,25425,699000,"$699,000 ",5,3,4324,39.23721,-77.79971,House for sale,SINGLE_FAMILY,3,678100,https://www.zillow.com/homedetails/719-Mission-Rd-Harpers-Ferry-WV-25425/22560645_zpid/,FALSE,,FALSE
304071479,WI,Wisconsin,"528 Delmar Orchard Rd, Martinsburg, WV 25403",528 Delmar Orchard Rd,Martinsburg,25403,465000,"$465,000 ",3,2,2000,39.44101,-78.01249,House for sale,SINGLE_FAMILY,4,461800,https://www.zillow.com/homedetails/528-Delmar-Orchard-Rd-Martinsburg-WV-25403/304071479_zpid/,FALSE,,FALSE
